,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Rating,Total Review,Furnish Type,Price
82,Homey and Simply 2BR Kebagusan City Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,2200 W,"Jalan Baung III No.16, RT.1/RW.3, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",1,4.6,5,Full Furnished,"IDR
2,597,896
 / bulan"
83,Comfy 1BR Queen Bed Ancol Marina Apartment near Dufan By Travelio,1,1,54 sqm,,,,1,4.8,,Full Furnished,"IDR
3,599,999
 / bulan"
84,Best Studio Apartment Vittoria Residence with Sofa Bed By Travelio,Studio,1,29 sqm,Max. 2 Tamu,2200 W,"Jl. Daan Mogot, RT.9/RW.3, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,4.9,5,Full Furnished,"IDR
3,600,000
 / bulan"
85,Cozy and Comfy 2BR Pancoran Riverside Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,2200 W,"Jalan Pengadegan Timur I No. 30, RT.06 / RW.01, Pengadegan, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770",1,New,-1,Full Furnished,"IDR
3,638,445
 / bulan"
86,Cozy Studio at Bassura Apartment near to Bassura Mall By Travelio,Studio,1,20 sqm,Max. 2 Tamu,900 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.9,18,Full Furnished,"IDR
3,639,411
 / bulan"
87,Comfortable Studio Room at Kebagusan City Apartment By Travelio,Studio,1,22 sqm,Max. 2 Tamu,1300 W,"Jalan Baung III No.16, RT.1/RW.3, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",1,New,-1,Full Furnished,"IDR
3,650,000
 / bulan"
88,Relaxing and Stylish Studio at Amethyst Tower Apartment By Travelio,Studio,1,27 sqm,Max. 2 Tamu,1300 W,"Jalan Rajawali Selatan 2 No.1B, Kemayoran, RT.16/RW.2, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,4.9,6,Full Furnished,"IDR
3,661,249
 / bulan"
89,Cozy Living 2BR Pancoran Riverside Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,1300 W,"Jalan Pengadegan Timur I No. 30, RT.06 / RW.01, Pengadegan, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770",1,New,-1,Full Furnished,"IDR
2,666,222
 / bulan"
90,Cozy Stay 1BR Mediterania Marina Ancol Apartment By Travelio,1,1,32 sqm,Max. 2 Tamu,3600 W,"Jl. Lodan Raya No.2, RT.8/RW.11, Ancol, Pademangan, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14430",1,New,-1,Full Furnished,"IDR
3,176,077
 / bulan"
91,Cozy and Comfy Studio at Amethyst Apartment By Travelio,Studio,1,29 sqm,Max. 2 Tamu,1300 W,"Jalan Rajawali Selatan 2 No.1B, Kemayoran, RT.16/RW.2, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,New,-1,Full Furnished,"IDR
3,254,166
 / bulan"
92,Spacious and Comfy 2BR Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Guest(s),2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,3,Full Furnished,"IDR
3,755,000
 / bulan"
93,Comfy Strategic 2BR at Puri Park View Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,1300 W,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, 5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,New,-1,Full Furnished,"IDR
3,762,499
 / bulan"
94,Comfy and Minimalist Studio at Amethyst Apartment By Travelio,Studio,1,32 sqm,Max. 2 Tamu,1300 W,"Jalan Rajawali Selatan 2 No.1B, Kemayoran, RT.16/RW.2, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,5,4,Full Furnished,"IDR
3,763,888
 / bulan"
95,Elegant Studio Apartment at Pasar Baru Mansion By Travelio,Studio,1,31 sqm,Max. 2 Tamu,1300 W,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,New,-1,Full Furnished,"IDR
3,776,030
 / bulan"
96,Cozy and Simply 1BR Green Pramuka Apartment By Travelio,1,1,33 sqm,Max. 2 Tamu,1300 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,5,2,Full Furnished,"IDR
3,631,249
 / bulan"
97,Homey 2BR at Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,4,Full Furnished,"IDR
2,786,228
 / bulan"
98,Studio Green Pramuka City Apartment with Mall Access By Travelio,Studio,1,33 sqm,Max. 2 Tamu,900 W,"Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, RT.16/RW.9, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,4.7,22,Full Furnished,"IDR
3,795,405
 / bulan"
99,Comfy Studio Apartment @ Green Pramuka City By Travelio,Studio,1,21 sqm,Max. 2 Tamu,900 W,"Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, RT.16/RW.9, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,4.6,7,Full Furnished,"IDR
3,799,999
 / bulan"
100,Cozy and Modern Studio Apartment at Belmont Residence Puri By Travelio,Studio,1,32 sqm,Max. 2 Tamu,900 W,"Jalan Lapangan Bola, Meruya Ilir, RT.8/RW.7, Srengseng, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,5,12,Full Furnished,"IDR
3,800,000
 / bulan"
101,Cozy Living 1BR at Tifolia Apartment By Travelio,1,1,45 sqm,Max. 2 Tamu,2200 W,"Jl. Perintis Kemerdekaan No.2, RW.16, Kayu Putih, Pulo Gadung, Kota Jakarta Timur, Jakarta 13210",1,New,-1,Full Furnished,"IDR
3,800,000
 / bulan"
102,Simply and Homey Studio at Green Pramuka Apartment By Travelio,Studio,1,21 sqm,Max. 2 Tamu,1300 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,New,-1,Full Furnished,"IDR
3,800,000
 / bulan"
103,Minimalist 2BR Apartment at Puri Park View By Travelio,2,1,35 sqm,Max. 3 Tamu,1300 W,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, 5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,4.9,2,Full Furnished,"IDR
3,812,249
 / bulan"
104,2BR Puri Park View Apartment with Balcony By Travelio,2,1,35 sqm,Max. 3 Tamu,2200 W,"Jalan Pesanggrahan Raya No. 88, Meruya Utara, Kembangan, Jakarta Barat",1,4.8,11,Full Furnished,"IDR
3,812,249
 / bulan"
105,Cozy and Elegant 1BR Apartment at Mediterania Boulevard By Travelio,1,1,51 sqm,Max. 2 Tamu,-1,"Jl. Landas Pacu Utara Selatan Blok A1 No. 2, Kebon Kosong, Kemayoran, Jakarta Pusat 10630",1,New,-1,Full Furnished,"IDR
3,824,999
 / bulan"
106,Fresh and Bright Studio Room at Nifarro Park Apartment By Travelio,1,1,26 sqm,Max. 2 Tamu,1300 W,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,New,-1,Full Furnished,"IDR
3,335,199
 / bulan"
107,Cozy Stay at 2BR Puri Park View Apartment By Travelio,2,1,35 sqm,Max. 3 Guest(s),2200 W,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, 5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,New,-1,Full Furnished,"IDR
3,337,749
 / bulan"
108,Minimalist 2BR Apartment at Gading Mediterania Residence By Travelio,2,1,36 sqm,Max. 3 Tamu,2200 W,"Gading Mediterania Residences, Jl. Bukit Gading Mediterania, Klp. Gading Bar., Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",1,New,-1,Full Furnished,"IDR
3,700,499
 / bulan"
109,Compact 2BR Northland Apartment Near Ancol By Travelio,2,1,30 sqm,Max. 5 Tamu,3500 W,"Jl. Laksamana R. E. Martadinata No.26, RT.11 / RW.11, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14420",1,4.7,22,Full Furnished,"IDR
3,850,624
 / bulan"
110,Lavish Studio at Puri Mansion Apartment By Travelio,Studio,1,21 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,5,2,Full Furnished,"IDR
3,855,599
 / bulan"
111,Clean and Tidy Studio Puri Mansion Apartment By Travelio,Studio,1,21 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,New,-1,Full Furnished,"IDR
3,855,599
 / bulan"
112,Homey 1BR at Puri Kemayoran Apartment By Travelio,1,1,42 sqm,Max. 2 Tamu,-1,"Jalan Landas Pacu Selatan No. A6, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.9,5,Full Furnished,"IDR
3,862,499
 / bulan"
113,Best and Strategic Nifarro Park Studio Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,1300 W,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,5,2,Full Furnished,"IDR
3,879,999
 / bulan"
114,Good View 2BR Grand Emerald Apartment By Travelio,2,1,35 sqm,Max. 4 Tamu,1300 W,"Jl. Pegangsaan Dua, RT 02/RW 03, Pegangsaan Dua, Kelapa Gading, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14250",1,New,-1,Full Furnished,"IDR
3,474,999
 / bulan"
115,Cozy Living 1BR + 1 Apartment at Seasons City By Travelio,1,1,45 sqm,Max. 2 Tamu,2200 W,"Jl. Prof. Dr. Latumenten No.33, Jembatan Besi, Tambora, RT.13/RW.1, Jemb. Besi, Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320",1,5,2,Full Furnished,"IDR
3,977,999
 / bulan"
116,Best Price 2BR Green Pramuka Apartment By Travelio,2,1,33 sqm,Max. 4 Tamu,2200 W,"Jl. Jendral Ahmad Yani Kav. 49 Cempaka Putih, 10570",1,4.7,21,Full Furnished,"IDR
3,999,000
 / bulan"
117,Simply Furnished 2BR Apartment at Puri Park View By Travelio,2,1,35 sqm,Max. 3 Tamu,1300 W,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, 5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,4.6,2,Full Furnished,"IDR
3,999,999
 / bulan"
118,1 Bedroom Comfort Apartment The Mansion Kemayoran By Travelio,1,1,35 sqm,Max. 2 Tamu,5500 W,"Jl Trembesi Blok D, Kompleks Bandar Baru, Kemayoran, Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Kemayoran, Jakarta, DKI Jakarta 14410",1,4.7,17,Full Furnished,"IDR
3,999,999
 / bulan"
119,New Furnished Studio at Signature Park Grande Apartment By Travelio,Studio,1,20 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,5,1,Full Furnished,"IDR
4,000,000
 / bulan"
120,Comfort and Modern Studio at West Vista Apartment By Travelio,Studio,1,34 sqm,Max. 2 Tamu,3500 W,"Jalan Lingkar Luar No.8, Duri Kosambi, Cengkareng, RT.6/RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,New,-1,Full Furnished,"IDR
4,000,000
 / bulan"
121,Good Choice 1BR Pangeran Jayakarta Apartment By Travelio,1,1,34 sqm,Max. 2 Tamu,-1,"Jl. Pangeran Jayakarta, No. 73, RT.7/RW.7, Mangga Dua Selatan Sawah Besar, Jakarta Pusat, DKI Jakarta 10730",1,4.8,4,Full Furnished,"IDR
4,012,499
 / bulan"
122,Simply 1BR Pangeran Jayakarta Apartment By Travelio,1,1,34 sqm,Max. 2 Tamu,-1,"Jl. Pangeran Jayakarta, No. 73, RT.7/RW.7, Mangga Dua Selatan Sawah Besar, Jakarta Pusat, DKI Jakarta 10730",1,New,-1,Full Furnished,"IDR
4,024,999
 / bulan"
123,2BR Comfy Bassura City Apartment By Travelio,2,1,30 sqm,Max. 4 Tamu,1300 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.9,4,Full Furnished,"IDR
4,050,000
 / bulan"
124,Chic and Strategic Studio at Puri Mansion Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,New,-1,Full Furnished,"IDR
4,080,242
 / bulan"
125,Best Location Studio Apartment at Puri Mansion By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,4.8,1,Full Furnished,"IDR
4,080,242
 / bulan"
126,Relaxing Studio Puri Mansion Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, RT.2/RW.1, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,5,1,Full Furnished,"IDR
4,080,242
 / bulan"
127,Minimalist Comfy Studio @ Puri Mansion Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,5,1,Full Furnished,"IDR
4,080,242
 / bulan"
128,Modern Studio Apartment Puri Mansion By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,4.8,2,Full Furnished,"IDR
3,930,242
 / bulan"
129,Elegant Studio with Modern Design at Puri Mansion Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,New,-1,Full Furnished,"IDR
4,080,242
 / bulan"
130,Simply Furnished and Comfy Studio @ Pakubuwono Terrace Apartment By Travelio,Studio,1,22 sqm,,,,1,5,,Full Furnished,"IDR
4,085,226
 / bulan"
131,Easy Access to Mall 2BR Green Pramuka Apartment By Travelio,2,1,28 sqm,Max. 3 Tamu,2200 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,4.9,6,Full Furnished,"IDR
4,099,124
 / bulan"
132,Cozy Stay at 2BR Green Pramuka Apartment near Shopping Center By Travelio,Studio,1,33 sqm,Max. 4 Tamu,1300 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,New,-1,Full Furnished,"IDR
4,100,000
 / bulan"
133,Cozy Stay and Relax @ Studio Pakubuwono Terrace Apartment By Travelio,Studio,1,22 sqm,Max. 2 Tamu,1300 W,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,5,8,Full Furnished,"IDR
4,103,124
 / bulan"
134,Comfortable 1BR Apartment at Vittoria Residence By Travelio,1,1,33 sqm,Max. 2 Tamu,2200 W,"Jl. Daan Mogot, RT.9/RW.3, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,4.8,1,Full Furnished,"IDR
4,105,499
 / bulan"
135,2BR for 3 Pax Mediterania Marina Ancol Apartment By Travelio,2,1,43 sqm,Max. 3 Tamu,2200 W,"Jl. Lodan Raya No.2, RT.8/RW.11, Ancol, Pademangan, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14430",1,4.8,2,Full Furnished,"IDR
4,111,638
 / bulan"
136,Simple Furnished Studio Apartment at Maple Park By Travelio,Studio,1,23 sqm,Max. 2 Tamu,1600 W,"Jalan HBR Motik No.2, RT.18/RW.5, Sunter Agung, Kota Jkt Utara, 14350",1,New,-1,Full Furnished,"IDR
4,118,749
 / bulan"
137,Comfortable Studio Room at Signature Park Grande Apartment By Travelio,Studio,1,25 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,4.9,3,Full Furnished,"IDR
4,123,213
 / bulan"
138,Simple and Cozy Living 2BR at Green Pramuka City Apartment By Travelio,2,1,33 sqm,Max. 3 Tamu,1300 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,New,-1,Full Furnished,"IDR
3,623,947
 / bulan"
139,Comfy 2BR Green Bay Pluit Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,3500 W,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,3.8,1,Full Furnished,"IDR
4,130,846
 / bulan"
140,Cozy and Lovely 2BR Green Bay Pluit Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,3500 W,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,New,-1,Full Furnished,"IDR
4,139,918
 / bulan"
141,Comfy City View 1BR Apartment Menteng Square By Travelio,1,1,30 sqm,Max. 2 Tamu,-1,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,4.4,2,Full Furnished,"IDR
4,140,999
 / bulan"
142,Modern Style Studio Gardenia Boulevard Apartment with City View By Travelio,Studio,1,33 sqm,Max. 2 Tamu,1300 W,"Jl. Warung Jati Barat No.12, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",1,New,-1,Full Furnished,"IDR
4,143,749
 / bulan"
143,Green Bay Pluit 2BR Apartment With Direct Access To Shopping Center By Travelio,2,1,33 sqm,Max. 4 Tamu,3500 W,"Jalan Pluit Karang Ayu 1 No.B1, RT.20/RW.2, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14450",1,4.4,9,Full Furnished,"IDR
4,144,983
 / bulan"
144,Cozy and Modern Signature Park Grande Studio Apartment By Travelio,Studio,1,25 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
4,155,642
 / bulan"
145,2BR Apartment Green Bay with Direct Access to Baywalk Mall By Travelio,2,1,35 sqm,Max. 3 Tamu,3500 W,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,4.8,2,Full Furnished,"IDR
4,155,846
 / bulan"
146,Comfort 2BR at Northland Ancol Apartment By Travelio,2,1,41 sqm,Max. 3 Tamu,2200 W,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,New,-1,Full Furnished,"IDR
3,656,249
 / bulan"
147,Comfy 2BR at Northland Ancol Apartment By Travelio,2,1,41 sqm,Max. 3 Tamu,2200 W,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,New,-1,Full Furnished,"IDR
3,656,249
 / bulan"
148,Spacious 2BR at Northland Ancol Apartment By Travelio,2,1,41 sqm,Max. 3 Tamu,2200 W,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,New,-1,Full Furnished,"IDR
3,656,249
 / bulan"
149,City View Studio Apartment at Signature Park Grande By Travelio,Studio,1,25 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,4.6,2,Full Furnished,"IDR
4,017,785
 / bulan"
150,Cozy Studio Apartment at Signature Park Grande By Travelio,Studio,1,25 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
4,171,948
 / bulan"
151,Comfortable 2BR Apartment at Kebagusan City By Travelio,2,1,35 sqm,Max. 4 Tamu,2300 W,"Jalan Baung III No.16, RT.1/RW.3, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",1,5,2,Full Furnished,"IDR
4,177,642
 / bulan"
152,Fully Furnished 1BR Apartment at Vittoria Residence By Travelio,1,1,36 sqm,Max. 2 Tamu,2500 W,"Jl. Daan Mogot No.Km. 13.8 9 3, RT.9/RW.3, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,5,12,Full Furnished,"IDR
4,181,710
 / bulan"
153,Homey and Minimalist 2BR at Oak Tower Apartment By Travelio,2,1,42 sqm,Max. 3 Tamu,2200 W,"Jl. Perintis Kemerdekaan Kav. 99, Pulo Gadung, RT.3/RW.2, Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13260",1,5,2,Full Furnished,"IDR
4,187,577
 / bulan"
154,Fully Furnished and Cozy 2BR at Green Pramuka City Apartment By Travelio,2,1,33 sqm,Max. 3 Tamu,2200 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,4.8,4,Full Furnished,"IDR
4,199,391
 / bulan"
155,Minimalist 2BR at Green Pramuka Apartment near Shopping Mall By Travelio,2,1,33 sqm,,,,1,5,,Full Furnished,"IDR
4,049,391
 / bulan"
156,Simply Modern Classic Studio at Nifarro Apartment By Travelio,Studio,1,26 sqm,Max. 2 Guest(s),2200 W,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,5,1,Full Furnished,"IDR
4,200,000
 / bulan"
157,Modern Studio Apartment 27th on Top of Green Pramuka Mall By Travelio,Studio,1,21 sqm,Max. 2 Guest(s),900 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,4.8,8,Full Furnished,"IDR
4,200,000
 / bulan"
158,Modern Studio Apartment 26th on Top of Green Pramuka Mall By Travelio,Studio,1,21 sqm,Max. 2 Tamu,900 W,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,4.7,5,Full Furnished,"IDR
4,200,000
 / bulan"
159,Exclusive and Spacious Studio at Puri Orchard Apartment By Travelio,Studio,1,35 sqm,Max. 2 Tamu,2200 W,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,New,-1,Full Furnished,"IDR
4,200,000
 / bulan"
160,Simply Studio at Signature Park Grande Apartment By Travelio,Studio,1,25 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,5,3,Full Furnished,"IDR
4,205,677
 / bulan"
161,Homey and Comfy Studio Signature Park Grande Apartment By Travelio,Studio,1,25 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
4,205,677
 / bulan"
162,Brand New 2BR Apartment at Northland Ancol Residence By Travelio,2,1,41 sqm,Max. 3 Tamu,3500 W,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,5,5,Full Furnished,"IDR
4,210,436
 / bulan"
163,Modern Studio at Signature Park Grande Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,4.8,4,Full Furnished,"IDR
4,061,338
 / bulan"
164,Cozy 2BR Kebagusan City Apartment By Travelio,2,1,38 sqm,Max. 3 Tamu,2200 W,"Jalan Baung III No.16, RT.1/RW.3, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",1,4.9,8,Full Furnished,"IDR
4,220,721
 / bulan"
